Nombre,Precios,Precios_unidad,Subcategoria,Categorias,Unidad de referencia,Marca,Supermercado,Precio_Estatus
Gamba arrocera Hacendado congelada,1480.05,14.95,Marisco,Marisco,kg,Marca blanca,Mercadona,outlier
Gamba arrocera Hacendado congelada,1480.05,14.95,Marisco,Marisco,kg,Marca blanca,Mercadona,outlier
Gamba blanca pequeña Hacendado congelada,13.95,13.95,Marisco,Marisco,kg,Marca blanca,Mercadona,outlier
Gamba blanca pequeña Hacendado congelada,13.95,13.95,Marisco,Marisco,kg,Marca blanca,Mercadona,outlier
Carabinero Hacendado congelado,50.0,100.0,Marisco,Marisco,kg,Marca blanca,Mercadona,outlier
Carabinero Hacendado congelado,50.0,100.0,Marisco,Marisco,kg,Marca blanca,Mercadona,outlier
Cigala mediana Hacendado ultracongelada,10.65,21.3,Marisco,Marisco,kg,Marca blanca,Mercadona,outlier
Cigala mediana Hacendado ultracongelada,10.65,21.3,Marisco,Marisco,kg,Marca blanca,Mercadona,outlier
Bocas de cangrejo pequeñas congeladas,1960.2,19.8,Marisco,Marisco,kg,Otras marcas,Mercadona,outlier
Bocas de cangrejo pequeñas congeladas,1960.2,19.8,Marisco,Marisco,kg,Otras marcas,Mercadona,outlier
Buey de mar cocido Hacendado congelado,10.96,15.33,Marisco,Marisco,kg,Marca blanca,Mercadona,outlier
Buey de mar cocido Hacendado congelado,10.96,15.33,Marisco,Marisco,kg,Marca blanca,Mercadona,outlier
Rodajas de emperador pequeñas Hacendado ultracongeladas,12.95,14.39,Pescado,Pescado,kg,Marca blanca,Mercadona,outlier
Filetes de merluza del cabo grandes sin piel Hacendado ultracongelados,9.9,10.21,Pescado,Pescado,kg,Marca blanca,Mercadona,outlier
Pulpo crudo Hacendado congelado,17.95,17.95,Pescado,Pescado,kg,Marca blanca,Mercadona,outlier
Tarta carrot cake Hacendado congelada,10.0,13.33,Tartas,Tartas y churros,kg,Marca blanca,Mercadona,outlier
Tarta red velvet Hacendado congelada,9.5,13.57,Tartas,Tartas y churros,kg,Marca blanca,Mercadona,outlier
Tarta dúo sabores Hacendado congelada,11.0,10.09,Tartas,Tartas y churros,kg,Marca blanca,Mercadona,outlier
Tarta Ferrer bombón crujiente Hacendado congelada,9.5,13.38,Tartas,Tartas y churros,kg,Marca blanca,Mercadona,outlier
Tarta de tiramisú Hacendado congelada,9.5,19.0,Tartas,Tartas y churros,kg,Marca blanca,Mercadona,outlier
Mousse de limón Hacendado congelado,11.0,13.66,Tartas,Tartas y churros,kg,Marca blanca,Mercadona,outlier
Tarta San Marcos Hacendado congelada,12.0,7.27,Tartas,Tartas y churros,kg,Marca blanca,Mercadona,outlier
Tarta selva negra Hacendado congelada,13.9,7.32,Tartas,Tartas y churros,kg,Marca blanca,Mercadona,outlier
Tarta crema avellana blanca Hacendado congelada,9.5,10.8,Tartas,Tartas y churros,kg,Marca blanca,Mercadona,outlier
Tarta infantil Tesia and Friends Hacendado congelada,13.8,9.86,Tartas infantiles,Tartas y churros,kg,Marca blanca,Mercadona,outlier
Tarta infantil DC Comics Hacendado congelada,13.8,9.86,Tartas infantiles,Tartas y churros,kg,Marca blanca,Mercadona,outlier
Crema facial hidratante día Revitalift L'Oréal antiarrugas extra firmeza,9.5,190.0,Crema de cara,Cuidado e higiene facial,l,Otras marcas,Mercadona,outlier
Recambios maquinilla depilación Gillette Venus Comfortglide Breeze 3 hojas,11.0,2.75,Cuchilla,Depilación,ud,Otras marcas,Mercadona,outlier
Lote mujer Wilkinson Hydro Silk,11.0,11.0,Cuchilla,Depilación,ud,Otras marcas,Mercadona,outlier
Recambios cepillo dental eléctrico Oral-B Pro Precision Clean,9.45,4.73,Cepillo de dientes,Higiene bucal,ud,Otras marcas,Mercadona,outlier
Cepillo dental Eléctrico Oral-B Vitality,20.0,20.0,Cepillo de dientes,Higiene bucal,ud,Otras marcas,Mercadona,outlier
Pañal adulto braguita talla M Deliplus Pants plus,10.8,0.77,Pañales para adulto,Higiene íntima,ud,Marca blanca,Mercadona,outlier
Pañal adulto braguita talla L Deliplus Pants Plus,11.95,0.85,Pañales para adulto,Higiene íntima,ud,Marca blanca,Mercadona,outlier
Pañal adulto talla M de 70-130 cm Deliplus,13.55,0.68,Pañales para adulto,Higiene íntima,ud,Marca blanca,Mercadona,outlier
Pañal adulto talla L Deliplus,14.8,0.74,Pañales para adulto,Higiene íntima,ud,Marca blanca,Mercadona,outlier
Eau de parfum mujer My Soul for her,12.0,120.0,Perfume y colonia mujer,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Eau de parfum mujer Blue Shine,11.0,110.0,Perfume y colonia mujer,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Eau de parfum mujer My Soul Supreme for her,11.0,110.0,Perfume y colonia mujer,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Eau de parfum mujer Borealia Shine,11.0,110.0,Perfume y colonia mujer,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Eau de parfum mujer Verissime Bright,11.0,110.0,Perfume y colonia mujer,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Eau de parfum mujer Cosmic Shine,11.0,110.0,Perfume y colonia mujer,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Eau de parfum mujer My Soul Enchanted,12.0,120.0,Perfume y colonia mujer,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Eau de parfum mujer Éclat Shine,12.0,120.0,Perfume y colonia mujer,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Eau de parfum mujer Soirée My Soul for her,12.0,120.0,Perfume y colonia mujer,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Extrait de parfum Vie,14.0,280.0,Perfume y colonia mujer,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Extrait de parfum Ámbar,14.0,280.0,Perfume y colonia mujer,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Extrait de parfum Petals,14.0,280.0,Perfume y colonia mujer,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Lote mujer Chanson d'Eau,10.0,10.0,Lotes mujer,Perfume y colonia,ud,Otras marcas,Mercadona,outlier
Lote mujer Reebok Inspire your mind,10.0,10.0,Lotes mujer,Perfume y colonia,ud,Otras marcas,Mercadona,outlier
Lote mujer Women'Secret Intimate,16.95,16.95,Lotes mujer,Perfume y colonia,ud,Otras marcas,Mercadona,outlier
Lote mujer Mr. Wonderful I'm your love potion,14.0,14.0,Lotes mujer,Perfume y colonia,ud,Otras marcas,Mercadona,outlier
Lote mujer Éclat Shine,12.0,12.0,Lotes mujer,Perfume y colonia,ud,Otras marcas,Mercadona,outlier
Lote mujer Rouge seduction,14.95,14.95,Lotes mujer,Perfume y colonia,ud,Otras marcas,Mercadona,outlier
Lote mujer Women'Secret Intimate Delight,16.95,16.95,Lotes mujer,Perfume y colonia,ud,Otras marcas,Mercadona,outlier
Lote mujer Como Tú The Rose,12.5,12.5,Lotes mujer,Perfume y colonia,ud,Otras marcas,Mercadona,outlier
Lote mujer Pacha Ibiza 24/7 Feeling,13.95,13.95,Lotes mujer,Perfume y colonia,ud,Otras marcas,Mercadona,outlier
Eau de toilette hombre Springfield,13.9,69.5,Perfume y colonia hombre,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Eau de cologne hombre Brummel,9.95,39.8,Perfume y colonia hombre,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Eau de parfum hombre Él,10.0,100.0,Perfume y colonia hombre,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Eau de parfum hombre My Soul for him,12.0,120.0,Perfume y colonia hombre,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Eau de parfum hombre My Soul Supreme for him,11.0,110.0,Perfume y colonia hombre,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Eau de parfum hombre Borealia Shine,11.0,110.0,Perfume y colonia hombre,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Eau de parfum hombre My Soul Enchanted for him,12.0,120.0,Perfume y colonia hombre,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Eau de parfum hombre Verissime Spirit for him,11.0,110.0,Perfume y colonia hombre,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Eau de parfum hombre Verissime Style for him,11.0,110.0,Perfume y colonia hombre,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Eau de parfum hombre Cosmic Shine,11.0,110.0,Perfume y colonia hombre,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Eau de parfum hombre My Soul Glacier,12.0,120.0,Perfume y colonia hombre,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Eau de parfum hombre My Soul Soirée for him,14.0,140.0,Perfume y colonia hombre,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Extrait de parfum Cuir,14.0,280.0,Perfume y colonia hombre,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Extrait de parfum Metal,14.0,280.0,Perfume y colonia hombre,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Extrait de parfum Velour,14.0,280.0,Perfume y colonia hombre,Perfume y colonia,l,Otras marcas,Mercadona,outlier
Lote hombre Bustamante Muy mío,9.5,9.5,Lotes hombre,Perfume y colonia,ud,Otras marcas,Mercadona,outlier
Lote hombre Crossmen,10.95,10.95,Lotes hombre,Perfume y colonia,ud,Otras marcas,Mercadona,outlier
Lote corporal hombre Axe Dark Temptation,12.0,12.0,Lotes hombre,Perfume y colonia,ud,Otras marcas,Mercadona,outlier
Lote hombre Reebok Move Your Spirit,10.0,10.0,Lotes hombre,Perfume y colonia,ud,Otras marcas,Mercadona,outlier
Lote hombre Bustamante Muy mío sport,9.95,9.95,Lotes hombre,Perfume y colonia,ud,Otras marcas,Mercadona,outlier
Lote hombre Como tú Fuerza,10.5,10.5,Lotes hombre,Perfume y colonia,ud,Otras marcas,Mercadona,outlier
Lote hombre Adidas Ice Dive,13.95,13.95,Lotes hombre,Perfume y colonia,ud,Otras marcas,Mercadona,outlier
Lote hombre Pacha Ibiza 24/7 Feeling,13.95,13.95,Lotes hombre,Perfume y colonia,ud,Otras marcas,Mercadona,outlier
Lote infantil Eau My Unicorn,9.5,9.5,Colonia infantil,Perfume y colonia,ud,Otras marcas,Mercadona,outlier
Lote infantil Disney Stitch,9.5,9.5,Colonia infantil,Perfume y colonia,ud,Otras marcas,Mercadona,outlier
Lote infantil Marvel I am Groot,9.5,9.5,Colonia infantil,Perfume y colonia,ud,Otras marcas,Mercadona,outlier
Protector solar Sensitive advanced Delial FPS 50+,13.45,49.81,Protector solar y aftersun,Protector solar y aftersun,l,Otras marcas,Mercadona,outlier
Protector solar niños Sensitive advanced Delial FPS 50+,13.95,51.67,Protector solar y aftersun,Protector solar y aftersun,l,Otras marcas,Mercadona,outlier
Protector solar protege e hidrata Nivea FPS 50+,16.95,42.38,Protector solar y aftersun,Protector solar y aftersun,l,Otras marcas,Mercadona,outlier
Crema facial con color BB cream FPS 50+ Delial tono medio,9.9,198.0,Protector solar y aftersun,Protector solar y aftersun,l,Otras marcas,Mercadona,outlier
Fluido protección solar facial Delial FPS50+ super uv,12.95,323.75,Protector solar y aftersun,Protector solar y aftersun,l,Otras marcas,Mercadona,outlier
Protector solar niños bruma Denenes Ecran FPS 50,13.1,52.4,Protector solar y aftersun,Protector solar y aftersun,l,Otras marcas,Mercadona,outlier
Protector solar bruma Sport Aqua Ecran FPS 50,14.1,56.4,Protector solar y aftersun,Protector solar y aftersun,l,Otras marcas,Mercadona,outlier
Aceite solar seco protector FPS 50 Ecran resistente al agua,12.0,60.0,Protector solar y aftersun,Protector solar y aftersun,l,Otras marcas,Mercadona,outlier
Aceite bruma protectora Sunnique Ecran FPS 30,12.4,49.6,Protector solar y aftersun,Protector solar y aftersun,l,Otras marcas,Mercadona,outlier
Aceite solar seco protector FPS 30 Ecran resistente al agua,9.95,49.75,Protector solar y aftersun,Protector solar y aftersun,l,Otras marcas,Mercadona,outlier
Leche semidesnatada Asturiana,10.5,1.17,Leche semidesnatada,Leche y bebidas vegetales,l,Otras marcas,Mercadona,outlier
Leche semidesnatada de cabra Hacendado,10.8,1.8,Leche semidesnatada,Leche y bebidas vegetales,l,Marca blanca,Mercadona,outlier
Leche semidesnatada sin lactosa Hacendado,9.18,1.02,Leche semidesnatada,Leche y bebidas vegetales,l,Marca blanca,Mercadona,outlier
Bebida láctea Omega 3 Puleva con leche desnatada,10.74,1.79,Leche desnatada,Leche y bebidas vegetales,l,Otras marcas,Mercadona,outlier
Leche desnatada Asturiana,10.14,1.13,Leche desnatada,Leche y bebidas vegetales,l,Otras marcas,Mercadona,outlier
Bebida láctea Omega 3 Puleva con nueces y leche desnatada,11.1,1.85,Leche desnatada,Leche y bebidas vegetales,l,Otras marcas,Mercadona,outlier
Leche entera Asturiana,10.68,1.19,Leche entera,Leche y bebidas vegetales,l,Otras marcas,Mercadona,outlier
Bebida láctea crecimiento y desarrollo Puleva Max,11.34,1.89,Leche Infantil,Leche y bebidas vegetales,l,Otras marcas,Mercadona,outlier
Bebida láctea con cereales crecimiento y desarrollo Puleva Max,11.34,1.89,Leche Infantil,Leche y bebidas vegetales,l,Otras marcas,Mercadona,outlier
Preparado lácteo crecimiento Peques 3 Puleva,11.7,1.95,Leche Infantil,Leche y bebidas vegetales,l,Otras marcas,Mercadona,outlier
Preparado lácteo con cereales crecimiento Peques 3 Puleva,11.7,1.95,Leche Infantil,Leche y bebidas vegetales,l,Otras marcas,Mercadona,outlier
Antialgas líquido Bosque Verde para piscina,10.5,2.1,Tratamiento piscina,Lejía y líquidos fuertes,l,Marca blanca,Mercadona,outlier
Cloro rápido granulado para piscina,32.5,6.5,Tratamiento piscina,Lejía y líquidos fuertes,kg,Otras marcas,Mercadona,outlier
Eliminador de turbidez líquido Bosque Verde para piscina,14.0,2.8,Tratamiento piscina,Lejía y líquidos fuertes,l,Marca blanca,Mercadona,outlier
Reductor de pH Bosque Verde para piscina,10.0,2.0,Tratamiento piscina,Lejía y líquidos fuertes,l,Marca blanca,Mercadona,outlier
Mantenimiento de invierno Bosque Verde para piscina,18.0,3.6,Tratamiento piscina,Lejía y líquidos fuertes,l,Marca blanca,Mercadona,outlier
Kit analizador de pH y cloro AquaChek para piscina y spa,13.5,13.5,Tratamiento piscina,Lejía y líquidos fuertes,ud,Otras marcas,Mercadona,outlier
Cloro disolución lenta tabletas para piscina,28.3,5.66,Tratamiento piscina,Lejía y líquidos fuertes,kg,Otras marcas,Mercadona,outlier
Cloro 5 acciones disolución lenta tabletas para piscina,28.3,5.66,Tratamiento piscina,Lejía y líquidos fuertes,kg,Otras marcas,Mercadona,outlier
Kit cargador pilas AA y AAA Bosque Verde incluye 4 pilas AA,16.45,16.45,Pilas,Pilas y bolsas de basura,ud,Marca blanca,Mercadona,outlier
Cubo de basura reciclaje 50L o 30L + 10L + 10L Bosque Verde 44.5 x 44.5 x 37 cm,21.0,21.0,Cubos y barreños,Utensilios de limpieza y calzado,ud,Marca blanca,Mercadona,outlier
Lote de pinceles rostro Summer Deliplus,11.0,11.0,Pinceles y brochas,Pinceles y brochas,ud,Marca blanca,Mercadona,outlier
Langostino cocido,1084.05,10.95,Marisco,Marisco,kg,Otras marcas,Mercadona,outlier
Almeja japonesa,11.05,22.1,Marisco de concha,Marisco,kg,Otras marcas,Mercadona,outlier
Rodajas de emperador pequeñas Hacendado ultracongeladas,12.95,14.39,Pescado congelado,Pescado congelado,kg,Marca blanca,Mercadona,outlier
Filetes de merluza del cabo grandes sin piel Hacendado ultracongelados,9.9,10.21,Pescado congelado,Pescado congelado,kg,Marca blanca,Mercadona,outlier
Pulpo crudo Hacendado congelado,17.95,17.95,"Sepia, pulpo y calamar congelado",Pescado congelado,kg,Marca blanca,Mercadona,outlier
Salmón a rodajas,34.32,12.95,Salmón,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Salmón media pieza a rodajas,16.71,12.95,Salmón,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Salmón abierto en libro sin cabeza y sin espina,34.32,12.95,Salmón,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Salmón media pieza abierto en libro sin cabeza y sin espina,16.71,12.95,Salmón,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Salmón sin aletas y sin escamas,34.32,12.95,Salmón,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Salmón media pieza sin aletas y sin escamas,16.71,12.95,Salmón,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Filete de salmón,9.18,22.95,Salmón,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Escalopines de salmón,10.38,25.95,Salmón,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Porciones de merluza del cabo,9.22,23.95,Merluza,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Bacalao a rodajas,25.07,9.95,Bacalao,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Bacalao media pieza a rodajas,13.13,9.95,Bacalao,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Bacalao abierto en libro sin cabeza y sin espina,25.07,9.95,Bacalao,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Bacalao media pieza abierto en libro sin cabeza y sin espina,13.13,9.95,Bacalao,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Hoja de bacalao,13.92,17.4,Bacalao,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Corvina limpia con cabeza,11.24,9.95,Corvina,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Corvina abierta a la espalda con espinas y con cabeza,11.24,9.95,Corvina,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Corvina a filetes,11.24,9.95,Corvina,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Rape a rodajas,17.22,10.9,Rape,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Rape abierto en libro sin cabeza y sin espina,17.22,10.9,Rape,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Rape sin piel y sin cabeza,17.22,10.9,Rape,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Rape sin aletas y sin dientes,17.22,10.9,Rape,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Patas de pulpo cocido,9.95,39.8,"Sepia, pulpo y calamar",Pescado fresco,kg,Otras marcas,Mercadona,outlier
"Rodaballo con piel, sin aletas y sin agallas",33.89,13.5,Rodaballo,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Rodaballo a filetes,33.89,13.5,Rodaballo,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Rodaballo a filetes y sin piel,33.89,13.5,Rodaballo,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Morralla,787.05,7.95,Otros,Pescado fresco,kg,Otras marcas,Mercadona,outlier
Hoja de bacalao,13.92,17.4,Salazones,Salazones y ahumados,kg,Otras marcas,Mercadona,outlier
Salmón ahumado Hacendado,10.8,36.0,Ahumados,Salazones y ahumados,kg,Marca blanca,Mercadona,outlier
Surtido sushi Bento grande,10.75,34.68,Sushi,Sushi,kg,Otras marcas,Mercadona,outlier
"Comida gato adulto Compy con pollo, ternera, frutas y verduras",12.95,1.3,Alimentación seca,Gato,kg,Marca blanca,Mercadona,outlier
"Comida gato adulto Compy con salmón, atún, frutas y verduras",12.95,1.3,Alimentación seca,Gato,kg,Marca blanca,Mercadona,outlier
"Comida perro adulto Compy con ternera, pollo, verduras y arroz",18.15,1.01,Alimentación seca,Perro,kg,Marca blanca,Mercadona,outlier
"Comida perro adulto Compy con pollo, ternera, frutas y verduras",18.15,1.01,Alimentación seca,Perro,kg,Marca blanca,Mercadona,outlier
Comida perro adulto Compy original,14.0,0.78,Alimentación seca,Perro,kg,Marca blanca,Mercadona,outlier
Comida perro júnior Supreme Compy pollo fresco con frutas y verduras,9.5,3.17,Alimentación seca,Perro,kg,Marca blanca,Mercadona,outlier
"Comida perro sénior y adultos esterilizados Supreme Compy con pollo, frutas y verduras",9.5,3.17,Alimentación seca,Perro,kg,Marca blanca,Mercadona,outlier
Comida perro adulto Supreme Compy salmón fresco con frutas y verduras,24.5,2.45,Alimentación seca,Perro,kg,Marca blanca,Mercadona,outlier
Comida perro adulto Supreme Compy salmón fresco con frutas y verduras,9.5,3.17,Alimentación seca,Perro,kg,Marca blanca,Mercadona,outlier
Comida perro adulto Supreme Compy pollo fresco con frutas y verduras,24.5,2.45,Alimentación seca,Perro,kg,Marca blanca,Mercadona,outlier
Comida perro adulto Supreme Compy pollo fresco con frutas y verduras,9.5,3.17,Alimentación seca,Perro,kg,Marca blanca,Mercadona,outlier
Tarta carrot cake Hacendado congelada,10.0,13.33,Tartas,Tartas y pasteles,kg,Marca blanca,Mercadona,outlier
Tarta red velvet Hacendado congelada,9.5,13.57,Tartas,Tartas y pasteles,kg,Marca blanca,Mercadona,outlier
Tarta dúo sabores Hacendado congelada,11.0,10.09,Tartas,Tartas y pasteles,kg,Marca blanca,Mercadona,outlier
Tarta Ferrer bombón crujiente Hacendado congelada,9.5,13.38,Tartas,Tartas y pasteles,kg,Marca blanca,Mercadona,outlier
Tarta de tiramisú Hacendado congelada,9.5,19.0,Tartas,Tartas y pasteles,kg,Marca blanca,Mercadona,outlier
Tarta San Marcos Hacendado congelada,12.0,7.27,Tartas,Tartas y pasteles,kg,Marca blanca,Mercadona,outlier
Tarta selva negra Hacendado congelada,13.9,7.32,Tartas,Tartas y pasteles,kg,Marca blanca,Mercadona,outlier
Mousse de limón Hacendado congelado,11.0,13.66,Tartas,Tartas y pasteles,kg,Marca blanca,Mercadona,outlier
Tarta crema avellana blanca Hacendado congelada,9.5,10.8,Tartas,Tartas y pasteles,kg,Marca blanca,Mercadona,outlier
Tarta infantil Tesia and Friends Hacendado congelada,13.8,9.86,Tartas infantiles,Tartas y pasteles,kg,Marca blanca,Mercadona,outlier
Tarta infantil DC Comics Hacendado congelada,13.8,9.86,Tartas infantiles,Tartas y pasteles,kg,Marca blanca,Mercadona,outlier
Sepia grande en salsa Mery Listo para Comer,9.75,9.75,Platos calientes,Listo para Comer,kg,Otras marcas,Mercadona,outlier
Ensaladilla rusa grande Listo para Comer,12.0,12.0,Platos fríos,Listo para Comer,kg,Otras marcas,Mercadona,outlier
Surtido sushi Bento grande,10.75,34.68,Platos fríos,Listo para Comer,kg,Otras marcas,Mercadona,outlier
